ver_format,FAKE_GPS,app,ver_app,device_id,date,time,device,tick,s_t4,s_h4,s_b2,s_d2,s_d0,s_d1,d_t5,d_h5,gps_lat,gps_lon,gps_fix,gps_num
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:04:32,LinkIt_Smart_7688_Duo,541708611,0.00,0.00,0.00,20,32,42,25.46,60.44,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:06:30,LinkIt_Smart_7688_Duo,541826424,0.00,0.00,0.00,19,29,38,25.53,59.96,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:08:28,LinkIt_Smart_7688_Duo,541944246,0.00,0.00,0.00,19,28,38,25.61,59.91,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:16:19,LinkIt_Smart_7688_Duo,542415554,0.00,0.00,0.00,22,33,42,25.75,59.35,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:21:14,LinkIt_Smart_7688_Duo,542710159,0.00,0.00,0.00,17,26,30,25.87,58.03,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:24:10,LinkIt_Smart_7688_Duo,542886879,0.00,0.00,0.00,18,25,28,25.86,57.86,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:27:07,LinkIt_Smart_7688_Duo,543063644,0.00,0.00,0.00,18,28,33,25.91,57.89,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:29:05,LinkIt_Smart_7688_Duo,543181494,0.00,0.00,0.00,16,24,30,25.89,57.56,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:30:04,LinkIt_Smart_7688_Duo,543240413,0.00,0.00,0.00,17,25,30,25.89,57.48,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:31:03,LinkIt_Smart_7688_Duo,543299311,0.00,0.00,0.00,16,25,29,25.84,57.35,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:34:59,LinkIt_Smart_7688_Duo,543534960,0.00,0.00,0.00,16,24,31,25.80,57.83,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:36:56,LinkIt_Smart_7688_Duo,543652755,0.00,0.00,0.00,15,23,29,25.83,58.18,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:39:53,LinkIt_Smart_7688_Duo,543829458,0.00,0.00,0.00,16,26,33,25.97,58.03,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:44:48,LinkIt_Smart_7688_Duo,544123975,0.00,0.00,0.00,16,22,28,26.12,57.24,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:46:51,LinkIt_Smart_7688_Duo,544247650,0.00,0.00,0.00,14,21,28,26.17,57.13,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:49:48,LinkIt_Smart_7688_Duo,544424333,0.00,0.00,0.00,16,25,29,26.21,56.77,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:51:52,LinkIt_Smart_7688_Duo,544548007,0.00,0.00,0.00,14,22,29,26.23,56.74,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:52:51,LinkIt_Smart_7688_Duo,544606910,0.00,0.00,0.00,16,23,31,26.26,56.80,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,00:54:48,LinkIt_Smart_7688_Duo,544724695,0.00,0.00,0.00,14,21,28,26.38,56.65,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:01:41,LinkIt_Smart_7688_Duo,545136977,0.00,0.00,0.00,14,21,25,26.61,55.13,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:02:39,LinkIt_Smart_7688_Duo,545195857,0.00,0.00,0.00,14,23,23,26.62,55.04,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:04:37,LinkIt_Smart_7688_Duo,545313626,0.00,0.00,0.00,14,20,25,26.62,54.71,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:12:28,LinkIt_Smart_7688_Duo,545784832,0.00,0.00,0.00,14,22,28,26.50,55.39,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:13:27,LinkIt_Smart_7688_Duo,545843728,0.00,0.00,0.00,13,19,20,26.49,55.24,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:18:22,LinkIt_Smart_7688_Duo,546138175,0.00,0.00,0.00,14,20,24,26.53,55.89,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:22:17,LinkIt_Smart_7688_Duo,546373746,0.00,0.00,0.00,14,22,24,26.61,55.51,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:23:16,LinkIt_Smart_7688_Duo,546432641,0.00,0.00,0.00,14,20,23,26.63,55.27,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:26:13,LinkIt_Smart_7688_Duo,546609330,0.00,0.00,0.00,16,21,24,26.63,54.71,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:28:11,LinkIt_Smart_7688_Duo,546727122,0.00,0.00,0.00,16,24,28,26.58,54.77,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:29:10,LinkIt_Smart_7688_Duo,546786017,0.00,0.00,0.00,15,24,28,26.57,54.83,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:36:02,LinkIt_Smart_7688_Duo,547198285,0.00,0.00,0.00,12,17,23,26.82,55.18,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:40:56,LinkIt_Smart_7688_Duo,547492784,0.00,0.00,0.00,14,21,26,27.24,54.09,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:42:54,LinkIt_Smart_7688_Duo,547610564,0.00,0.00,0.00,16,24,34,27.39,53.76,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:43:53,LinkIt_Smart_7688_Duo,547669481,0.00,0.00,0.00,16,23,28,27.43,53.62,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:45:51,LinkIt_Smart_7688_Duo,547787264,0.00,0.00,0.00,14,20,23,27.50,53.23,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:46:50,LinkIt_Smart_7688_Duo,547846152,0.00,0.00,0.00,14,22,28,27.54,53.20,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:48:48,LinkIt_Smart_7688_Duo,547963957,0.00,0.00,0.00,14,22,24,27.58,52.94,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:52:43,LinkIt_Smart_7688_Duo,548199534,0.00,0.00,0.00,14,23,25,27.42,52.78,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:53:42,LinkIt_Smart_7688_Duo,548258441,0.00,0.00,0.00,14,18,23,27.39,53.26,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:55:40,LinkIt_Smart_7688_Duo,548376229,0.00,0.00,0.00,13,20,21,27.37,53.49,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:58:37,LinkIt_Smart_7688_Duo,548552906,0.00,0.00,0.00,14,24,33,27.35,53.35,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,01:59:35,LinkIt_Smart_7688_Duo,548611801,0.00,0.00,0.00,15,21,23,27.31,53.35,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:00:34,LinkIt_Smart_7688_Duo,548670691,0.00,0.00,0.00,15,23,28,27.30,53.38,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:04:30,LinkIt_Smart_7688_Duo,548906240,0.00,0.00,0.00,11,18,24,27.32,53.59,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:08:25,LinkIt_Smart_7688_Duo,549141768,0.00,0.00,0.00,13,20,26,27.35,54.03,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:12:21,LinkIt_Smart_7688_Duo,549377308,0.00,0.00,0.00,15,23,27,27.43,53.46,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:20:12,LinkIt_Smart_7688_Duo,549848442,0.00,0.00,0.00,12,19,21,27.40,53.17,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:21:11,LinkIt_Smart_7688_Duo,549907337,0.00,0.00,0.00,14,19,24,27.40,53.29,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:22:10,LinkIt_Smart_7688_Duo,549966247,0.00,0.00,0.00,13,18,23,27.41,53.29,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:24:08,LinkIt_Smart_7688_Duo,550084081,0.00,0.00,0.00,12,18,19,27.43,53.02,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:27:04,LinkIt_Smart_7688_Duo,550260758,0.00,0.00,0.00,14,19,24,27.44,53.05,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:29:02,LinkIt_Smart_7688_Duo,550378557,0.00,0.00,0.00,15,24,29,27.43,52.91,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:33:57,LinkIt_Smart_7688_Duo,550673031,0.00,0.00,0.00,14,18,21,27.37,52.97,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:36:53,LinkIt_Smart_7688_Duo,550849681,0.00,0.00,0.00,14,21,25,27.36,53.03,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:46:42,LinkIt_Smart_7688_Duo,551438651,0.00,0.00,0.00,15,22,29,27.64,52.34,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:50:38,LinkIt_Smart_7688_Duo,551674220,0.00,0.00,0.00,15,21,24,27.75,52.07,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:53:34,LinkIt_Smart_7688_Duo,551850876,0.00,0.00,0.00,14,21,23,27.84,51.27,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:54:33,LinkIt_Smart_7688_Duo,551909752,0.00,0.00,0.00,14,22,23,27.87,50.98,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:55:32,LinkIt_Smart_7688_Duo,551968643,0.00,0.00,0.00,14,19,23,27.89,50.95,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:57:30,LinkIt_Smart_7688_Duo,552086431,0.00,0.00,0.00,16,24,31,27.97,50.88,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:58:29,LinkIt_Smart_7688_Duo,552145336,0.00,0.00,0.00,16,23,29,27.98,50.43,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,02:59:28,LinkIt_Smart_7688_Duo,552204251,0.00,0.00,0.00,16,24,35,28.01,50.34,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:00:27,LinkIt_Smart_7688_Duo,552263155,0.00,0.00,0.00,17,26,31,28.01,50.34,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:04:22,LinkIt_Smart_7688_Duo,552498763,0.00,0.00,0.00,16,24,33,28.14,50.69,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:08:18,LinkIt_Smart_7688_Duo,552734365,0.00,0.00,0.00,16,24,28,28.39,50.08,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:09:17,LinkIt_Smart_7688_Duo,552793282,0.00,0.00,0.00,16,24,34,28.45,50.08,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:11:15,LinkIt_Smart_7688_Duo,552911081,0.00,0.00,0.00,16,25,31,28.60,49.98,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:20:05,LinkIt_Smart_7688_Duo,553441263,0.00,0.00,0.00,16,24,31,28.86,48.52,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:21:04,LinkIt_Smart_7688_Duo,553500162,0.00,0.00,0.00,14,25,32,28.84,48.59,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:22:03,LinkIt_Smart_7688_Duo,553559072,0.00,0.00,0.00,15,23,25,28.85,48.76,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:23:02,LinkIt_Smart_7688_Duo,553617991,0.00,0.00,0.00,17,26,29,28.88,48.72,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:24:01,LinkIt_Smart_7688_Duo,553676910,0.00,0.00,0.00,16,24,30,28.89,48.61,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:24:59,LinkIt_Smart_7688_Duo,553735798,0.00,0.00,0.00,16,25,29,28.91,48.41,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:28:55,LinkIt_Smart_7688_Duo,553971361,0.00,0.00,0.00,16,23,27,29.01,48.79,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:30:53,LinkIt_Smart_7688_Duo,554089138,0.00,0.00,0.00,15,21,27,29.09,48.37,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:33:49,LinkIt_Smart_7688_Duo,554265829,0.00,0.00,0.00,16,23,27,29.16,47.87,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:36:46,LinkIt_Smart_7688_Duo,554442530,0.00,0.00,0.00,14,24,25,29.23,47.56,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:37:45,LinkIt_Smart_7688_Duo,554501435,0.00,0.00,0.00,14,19,22,29.23,47.46,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:38:44,LinkIt_Smart_7688_Duo,554560311,0.00,0.00,0.00,14,20,23,29.23,47.32,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:40:42,LinkIt_Smart_7688_Duo,554678085,0.00,0.00,0.00,16,24,28,29.23,47.73,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:46:35,LinkIt_Smart_7688_Duo,555031414,0.00,0.00,0.00,11,17,21,29.34,47.89,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:47:34,LinkIt_Smart_7688_Duo,555090296,0.00,0.00,0.00,12,16,18,29.36,48.03,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:48:33,LinkIt_Smart_7688_Duo,555149185,0.00,0.00,0.00,12,18,21,29.38,47.96,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:49:32,LinkIt_Smart_7688_Duo,555208060,0.00,0.00,0.00,10,15,18,29.38,47.22,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:50:31,LinkIt_Smart_7688_Duo,555266934,0.00,0.00,0.00,12,19,21,29.38,47.39,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:57:23,LinkIt_Smart_7688_Duo,555679092,0.00,0.00,0.00,11,14,18,29.29,48.03,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,03:59:20,LinkIt_Smart_7688_Duo,555796862,0.00,0.00,0.00,11,17,19,29.24,47.32,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:02:17,LinkIt_Smart_7688_Duo,555973496,0.00,0.00,0.00,11,18,22,29.18,47.63,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:10:08,LinkIt_Smart_7688_Duo,556444489,0.00,0.00,0.00,12,16,18,29.34,47.83,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:11:07,LinkIt_Smart_7688_Duo,556503375,0.00,0.00,0.00,10,14,19,29.36,48.10,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:14:04,LinkIt_Smart_7688_Duo,556679970,0.00,0.00,0.00,10,14,17,29.41,47.59,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:17:00,LinkIt_Smart_7688_Duo,556856571,0.00,0.00,0.00,10,15,19,29.38,47.59,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:18:58,LinkIt_Smart_7688_Duo,556974315,0.00,0.00,0.00,10,16,21,29.31,47.66,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:25:50,LinkIt_Smart_7688_Duo,557386475,0.00,0.00,0.00,11,15,16,29.31,47.79,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:29:46,LinkIt_Smart_7688_Duo,557621997,0.00,0.00,0.00,10,15,16,29.29,47.92,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:34:40,LinkIt_Smart_7688_Duo,557916405,0.00,0.00,0.00,14,19,24,29.13,47.83,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:36:38,LinkIt_Smart_7688_Duo,558034184,0.00,0.00,0.00,12,18,23,29.03,48.65,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:38:36,LinkIt_Smart_7688_Duo,558151950,0.00,0.00,0.00,13,17,20,29.03,48.55,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:44:29,LinkIt_Smart_7688_Duo,558505334,0.00,0.00,0.00,13,18,18,29.28,47.92,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:48:24,LinkIt_Smart_7688_Duo,558740858,0.00,0.00,0.00,12,18,22,29.41,48.05,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:51:21,LinkIt_Smart_7688_Duo,558917509,0.00,0.00,0.00,12,16,18,29.54,47.68,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:52:20,LinkIt_Smart_7688_Duo,558976385,0.00,0.00,0.00,13,16,20,29.53,47.51,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:53:19,LinkIt_Smart_7688_Duo,559035262,0.00,0.00,0.00,13,18,22,29.51,47.41,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:55:17,LinkIt_Smart_7688_Duo,559153016,0.00,0.00,0.00,13,18,19,29.41,47.63,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,04:58:13,LinkIt_Smart_7688_Duo,559329660,0.00,0.00,0.00,14,19,23,29.28,47.92,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:03:08,LinkIt_Smart_7688_Duo,559624112,0.00,0.00,0.00,12,17,18,28.90,48.41,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:05:05,LinkIt_Smart_7688_Duo,559741884,0.00,0.00,0.00,14,18,20,28.80,49.37,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:10:59,LinkIt_Smart_7688_Duo,560095162,0.00,0.00,0.00,13,18,22,28.65,49.40,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:12:57,LinkIt_Smart_7688_Duo,560212934,0.00,0.00,0.00,12,17,22,28.62,49.07,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:13:55,LinkIt_Smart_7688_Duo,560271828,0.00,0.00,0.00,11,16,19,28.61,49.10,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:22:45,LinkIt_Smart_7688_Duo,560801769,0.00,0.00,0.00,13,18,23,28.65,49.47,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:25:42,LinkIt_Smart_7688_Duo,560978405,0.00,0.00,0.00,12,18,20,28.83,48.73,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:26:41,LinkIt_Smart_7688_Duo,561037279,0.00,0.00,0.00,13,16,19,28.88,48.72,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:27:40,LinkIt_Smart_7688_Duo,561096155,0.00,0.00,0.00,14,17,20,28.92,48.58,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:28:39,LinkIt_Smart_7688_Duo,561155033,0.00,0.00,0.00,10,16,19,28.95,48.55,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:36:30,LinkIt_Smart_7688_Duo,561626071,0.00,0.00,0.00,11,16,19,29.05,48.48,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:40:25,LinkIt_Smart_7688_Duo,561861578,0.00,0.00,0.00,11,15,18,29.16,47.76,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:42:23,LinkIt_Smart_7688_Duo,561979351,0.00,0.00,0.00,10,14,17,29.19,47.57,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:45:20,LinkIt_Smart_7688_Duo,562155995,0.00,0.00,0.00,11,15,19,29.15,47.63,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:48:16,LinkIt_Smart_7688_Duo,562332618,0.00,0.00,0.00,9,13,14,29.13,48.21,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:50:14,LinkIt_Smart_7688_Duo,562450362,0.00,0.00,0.00,10,14,19,29.09,48.37,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:52:12,LinkIt_Smart_7688_Duo,562568105,0.00,0.00,0.00,9,13,16,29.06,48.24,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:55:08,LinkIt_Smart_7688_Duo,562744717,0.00,0.00,0.00,8,11,12,29.00,48.72,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:56:07,LinkIt_Smart_7688_Duo,562803587,0.00,0.00,0.00,9,12,12,29.01,48.48,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:57:06,LinkIt_Smart_7688_Duo,562862456,0.00,0.00,0.00,8,10,13,29.01,48.38,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,05:58:05,LinkIt_Smart_7688_Duo,562921322,0.00,0.00,0.00,6,9,12,28.99,48.34,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:00:03,LinkIt_Smart_7688_Duo,563039053,0.00,0.00,0.00,7,10,12,28.97,48.79,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:04:57,LinkIt_Smart_7688_Duo,563333404,0.00,0.00,0.00,8,10,13,28.92,48.48,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:09:51,LinkIt_Smart_7688_Duo,563627755,0.00,0.00,0.00,8,10,11,28.77,48.82,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:10:50,LinkIt_Smart_7688_Duo,563686625,0.00,0.00,0.00,6,9,11,28.73,48.73,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:12:48,LinkIt_Smart_7688_Duo,563804370,0.00,0.00,0.00,7,10,11,28.68,48.97,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:18:41,LinkIt_Smart_7688_Duo,564157632,0.00,0.00,0.00,8,11,16,28.68,49.57,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:23:36,LinkIt_Smart_7688_Duo,564452007,0.00,0.00,0.00,9,11,14,28.61,48.50,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:24:35,LinkIt_Smart_7688_Duo,564510896,0.00,0.00,0.00,9,14,18,28.59,48.76,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:27:31,LinkIt_Smart_7688_Duo,564687540,0.00,0.00,0.00,10,14,15,28.65,49.00,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:31:27,LinkIt_Smart_7688_Duo,564923019,0.00,0.00,0.00,7,11,14,28.68,49.50,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:32:26,LinkIt_Smart_7688_Duo,564981884,0.00,0.00,0.00,9,13,14,28.70,49.37,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:34:23,LinkIt_Smart_7688_Duo,565099624,0.00,0.00,0.00,8,11,12,28.68,48.70,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:40:16,LinkIt_Smart_7688_Duo,565452840,0.00,0.00,0.00,8,12,19,28.64,49.34,23.6957,120.1875,1,15
3,1,MAPS,5.1.8,9E65F90B25B8,2017-12-29,06:43:13,LinkIt_Smart_7688_Duo,565629444,0.00,0.00,0.00,7,10,11,28.61,48.94,23.6957,120.1875,1,15
