ver_format,FAKE_GPS,app,ver_app,device_id,date,time,device,tick,s_t4,s_h4,s_b2,s_d2,s_d0,s_d1,d_t5,d_h5,gps_lat,gps_lon,gps_fix,gps_num
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:29:20,LinkIt_Smart_7688_Duo,452197974,0.00,0.00,0.00,26,40,56,28.97,49.53,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:32:17,LinkIt_Smart_7688_Duo,452375300,0.00,0.00,0.00,28,41,56,29.06,49.51,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:34:15,LinkIt_Smart_7688_Duo,452493506,0.00,0.00,0.00,28,43,56,29.12,48.91,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:40:10,LinkIt_Smart_7688_Duo,452848175,0.00,0.00,0.00,28,42,58,29.24,48.47,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:42:08,LinkIt_Smart_7688_Duo,452966377,0.00,0.00,0.00,28,45,56,29.27,48.76,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:45:05,LinkIt_Smart_7688_Duo,453143713,0.00,0.00,0.00,29,44,60,29.33,48.02,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:47:04,LinkIt_Smart_7688_Duo,453261893,0.00,0.00,0.00,28,41,54,29.32,48.50,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:51:00,LinkIt_Smart_7688_Duo,453498298,0.00,0.00,0.00,29,44,61,29.26,48.02,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:51:59,LinkIt_Smart_7688_Duo,453557413,0.00,0.00,0.00,31,45,61,29.20,48.47,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:54:56,LinkIt_Smart_7688_Duo,453734746,0.00,0.00,0.00,29,44,58,29.16,48.60,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:55:56,LinkIt_Smart_7688_Duo,453793859,0.00,0.00,0.00,31,45,57,29.16,48.47,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:57:54,LinkIt_Smart_7688_Duo,453912080,0.00,0.00,0.00,31,46,68,29.15,48.57,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:58:53,LinkIt_Smart_7688_Duo,453971202,0.00,0.00,0.00,29,46,63,29.14,48.53,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,01:59:52,LinkIt_Smart_7688_Duo,454030309,0.00,0.00,0.00,31,46,62,29.14,48.47,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:02:49,LinkIt_Smart_7688_Duo,454207668,0.00,0.00,0.00,31,46,61,29.11,48.47,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:03:48,LinkIt_Smart_7688_Duo,454266796,0.00,0.00,0.00,31,46,57,29.11,48.60,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:04:48,LinkIt_Smart_7688_Duo,454325899,0.00,0.00,0.00,31,46,62,29.11,48.34,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:06:46,LinkIt_Smart_7688_Duo,454444130,0.00,0.00,0.00,30,45,61,29.09,47.73,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:07:45,LinkIt_Smart_7688_Duo,454503249,0.00,0.00,0.00,30,45,59,29.07,47.96,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:09:43,LinkIt_Smart_7688_Duo,454621444,0.00,0.00,0.00,29,43,58,29.03,48.13,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:10:42,LinkIt_Smart_7688_Duo,454680551,0.00,0.00,0.00,31,45,63,29.02,48.48,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:11:41,LinkIt_Smart_7688_Duo,454739671,0.00,0.00,0.00,29,44,56,29.01,48.18,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:16:37,LinkIt_Smart_7688_Duo,455035283,0.00,0.00,0.00,31,47,62,29.06,48.10,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:18:35,LinkIt_Smart_7688_Duo,455153487,0.00,0.00,0.00,30,46,63,29.08,48.30,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:19:34,LinkIt_Smart_7688_Duo,455212603,0.00,0.00,0.00,31,46,61,29.12,48.74,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:26:28,LinkIt_Smart_7688_Duo,455626452,0.00,0.00,0.00,28,44,58,29.47,47.75,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:28:26,LinkIt_Smart_7688_Duo,455744684,0.00,0.00,0.00,29,45,62,29.53,47.50,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:34:21,LinkIt_Smart_7688_Duo,456099377,0.00,0.00,0.00,31,46,60,29.53,47.30,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:36:19,LinkIt_Smart_7688_Duo,456217589,0.00,0.00,0.00,30,46,64,29.51,48.02,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:38:18,LinkIt_Smart_7688_Duo,456335839,0.00,0.00,0.00,31,44,61,29.53,47.94,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:47:10,LinkIt_Smart_7688_Duo,456867860,0.00,0.00,0.00,30,45,59,29.62,47.33,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:48:09,LinkIt_Smart_7688_Duo,456926967,0.00,0.00,0.00,28,44,58,29.64,46.96,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:54:03,LinkIt_Smart_7688_Duo,457281667,0.00,0.00,0.00,31,45,54,29.62,47.50,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:56:02,LinkIt_Smart_7688_Duo,457399871,0.00,0.00,0.00,31,45,58,29.70,46.86,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:57:01,LinkIt_Smart_7688_Duo,457458970,0.00,0.00,0.00,29,44,59,29.72,47.25,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:58:00,LinkIt_Smart_7688_Duo,457518092,0.00,0.00,0.00,32,48,68,29.78,47.19,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,02:59:58,LinkIt_Smart_7688_Duo,457636325,0.00,0.00,0.00,30,45,61,29.89,46.41,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:01:56,LinkIt_Smart_7688_Duo,457754556,0.00,0.00,0.00,30,45,62,29.97,46.27,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:03:54,LinkIt_Smart_7688_Duo,457872752,0.00,0.00,0.00,30,45,61,30.05,46.13,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:06:52,LinkIt_Smart_7688_Duo,458050119,0.00,0.00,0.00,29,45,62,30.18,45.89,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:09:49,LinkIt_Smart_7688_Duo,458227437,0.00,0.00,0.00,30,44,60,30.23,45.74,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:12:46,LinkIt_Smart_7688_Duo,458404753,0.00,0.00,0.00,31,46,61,30.27,45.37,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:21:38,LinkIt_Smart_7688_Duo,458936688,0.00,0.00,0.00,26,38,49,30.35,46.65,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:22:37,LinkIt_Smart_7688_Duo,458995789,0.00,0.00,0.00,27,43,56,30.35,46.18,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:23:37,LinkIt_Smart_7688_Duo,459054884,0.00,0.00,0.00,26,41,60,30.32,46.41,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:24:36,LinkIt_Smart_7688_Duo,459113981,0.00,0.00,0.00,26,38,46,30.30,46.65,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:25:35,LinkIt_Smart_7688_Duo,459173074,0.00,0.00,0.00,25,38,50,30.26,46.82,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:27:33,LinkIt_Smart_7688_Duo,459291299,0.00,0.00,0.00,28,42,54,30.17,46.97,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:29:31,LinkIt_Smart_7688_Duo,459409485,0.00,0.00,0.00,28,42,55,30.13,46.90,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:33:28,LinkIt_Smart_7688_Duo,459645843,0.00,0.00,0.00,28,40,53,30.18,46.67,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:35:26,LinkIt_Smart_7688_Duo,459764019,0.00,0.00,0.00,27,43,57,30.19,46.70,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:47:15,LinkIt_Smart_7688_Duo,460473417,0.00,0.00,0.00,27,42,54,30.56,46.16,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:49:13,LinkIt_Smart_7688_Duo,460591659,0.00,0.00,0.00,28,43,55,30.67,45.83,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:50:12,LinkIt_Smart_7688_Duo,460650774,0.00,0.00,0.00,27,42,55,30.74,46.43,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:52:11,LinkIt_Smart_7688_Duo,460769013,0.00,0.00,0.00,27,43,55,30.86,45.81,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,03:59:04,LinkIt_Smart_7688_Duo,461182795,0.00,0.00,0.00,25,39,51,30.93,45.09,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:03:01,LinkIt_Smart_7688_Duo,461419239,0.00,0.00,0.00,27,39,51,30.95,45.12,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:04:59,LinkIt_Smart_7688_Duo,461537425,0.00,0.00,0.00,27,38,47,30.97,45.06,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:05:58,LinkIt_Smart_7688_Duo,461596542,0.00,0.00,0.00,27,40,52,31.00,44.79,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:06:57,LinkIt_Smart_7688_Duo,461655652,0.00,0.00,0.00,26,41,52,31.01,44.65,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:10:54,LinkIt_Smart_7688_Duo,461892091,0.00,0.00,0.00,25,39,50,30.99,45.16,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:12:52,LinkIt_Smart_7688_Duo,462010296,0.00,0.00,0.00,25,37,52,31.01,45.36,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:16:48,LinkIt_Smart_7688_Duo,462246750,0.00,0.00,0.00,25,37,52,31.08,44.93,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:20:45,LinkIt_Smart_7688_Duo,462483109,0.00,0.00,0.00,25,36,47,31.09,45.09,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:25:40,LinkIt_Smart_7688_Duo,462778621,0.00,0.00,0.00,26,38,51,31.08,45.39,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:28:38,LinkIt_Smart_7688_Duo,462955948,0.00,0.00,0.00,25,37,48,31.09,46.03,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:31:35,LinkIt_Smart_7688_Duo,463133274,0.00,0.00,0.00,25,35,45,31.13,45.32,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:32:34,LinkIt_Smart_7688_Duo,463192346,0.00,0.00,0.00,25,36,54,31.12,44.67,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:36:30,LinkIt_Smart_7688_Duo,463428749,0.00,0.00,0.00,23,37,46,31.09,45.52,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:37:30,LinkIt_Smart_7688_Duo,463487846,0.00,0.00,0.00,22,35,49,31.09,45.93,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:39:28,LinkIt_Smart_7688_Duo,463606038,0.00,0.00,0.00,25,38,53,31.08,45.46,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:44:29,LinkIt_Smart_7688_Duo,463907383,0.00,0.00,0.00,21,30,36,31.04,46.75,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:51:29,LinkIt_Smart_7688_Duo,464326887,0.00,0.00,0.00,22,35,44,30.97,46.85,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:52:28,LinkIt_Smart_7688_Duo,464385978,0.00,0.00,0.00,23,34,48,30.97,46.44,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:53:27,LinkIt_Smart_7688_Duo,464445075,0.00,0.00,0.00,24,36,51,30.95,47.09,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:55:25,LinkIt_Smart_7688_Duo,464563232,0.00,0.00,0.00,24,34,43,30.99,46.78,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,04:59:21,LinkIt_Smart_7688_Duo,464799590,0.00,0.00,0.00,19,27,33,31.08,46.18,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:03:18,LinkIt_Smart_7688_Duo,465035939,0.00,0.00,0.00,26,36,48,30.89,47.05,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:11:10,LinkIt_Smart_7688_Duo,465508605,0.00,0.00,0.00,22,30,41,30.93,46.44,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:13:08,LinkIt_Smart_7688_Duo,465626810,0.00,0.00,0.00,24,36,45,30.93,46.41,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:22:59,LinkIt_Smart_7688_Duo,466217678,0.00,0.00,0.00,20,31,44,30.76,46.22,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:24:58,LinkIt_Smart_7688_Duo,466335856,0.00,0.00,0.00,22,32,36,30.71,46.33,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:25:57,LinkIt_Smart_7688_Duo,466394945,0.00,0.00,0.00,22,30,32,30.70,46.97,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:27:55,LinkIt_Smart_7688_Duo,466513090,0.00,0.00,0.00,19,31,36,30.71,46.87,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:29:53,LinkIt_Smart_7688_Duo,466631268,0.00,0.00,0.00,21,32,35,30.70,46.87,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:34:48,LinkIt_Smart_7688_Duo,466926694,0.00,0.00,0.00,20,29,34,30.70,47.14,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:40:43,LinkIt_Smart_7688_Duo,467281188,0.00,0.00,0.00,22,30,34,30.67,46.30,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:42:41,LinkIt_Smart_7688_Duo,467399360,0.00,0.00,0.00,19,29,32,30.63,46.83,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:44:39,LinkIt_Smart_7688_Duo,467517487,0.00,0.00,0.00,16,26,35,30.56,47.18,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:46:37,LinkIt_Smart_7688_Duo,467635636,0.00,0.00,0.00,18,25,36,30.48,47.66,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:47:36,LinkIt_Smart_7688_Duo,467694684,0.00,0.00,0.00,19,28,34,30.46,47.79,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:48:35,LinkIt_Smart_7688_Duo,467753754,0.00,0.00,0.00,16,26,34,30.42,47.32,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:50:34,LinkIt_Smart_7688_Duo,467871932,0.00,0.00,0.00,19,29,33,30.37,47.70,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:54:30,LinkIt_Smart_7688_Duo,468108263,0.00,0.00,0.00,19,30,35,30.39,47.19,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:57:27,LinkIt_Smart_7688_Duo,468285476,0.00,0.00,0.00,19,25,32,30.33,47.12,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,05:59:25,LinkIt_Smart_7688_Duo,468403654,0.00,0.00,0.00,20,32,50,30.21,47.21,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:00:24,LinkIt_Smart_7688_Duo,468462712,0.00,0.00,0.00,19,30,33,30.17,47.57,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:04:21,LinkIt_Smart_7688_Duo,468699013,0.00,0.00,0.00,16,25,34,30.08,47.74,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:08:17,LinkIt_Smart_7688_Duo,468935319,0.00,0.00,0.00,21,31,38,29.98,47.96,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:13:12,LinkIt_Smart_7688_Duo,469230655,0.00,0.00,0.00,15,22,27,29.95,48.19,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:17:09,LinkIt_Smart_7688_Duo,469466888,0.00,0.00,0.00,18,28,31,29.90,48.97,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:20:06,LinkIt_Smart_7688_Duo,469644077,0.00,0.00,0.00,16,25,37,29.95,48.26,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:21:05,LinkIt_Smart_7688_Duo,469703127,0.00,0.00,0.00,14,23,30,29.96,47.82,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:24:02,LinkIt_Smart_7688_Duo,469880311,0.00,0.00,0.00,16,24,32,29.95,47.76,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:32:54,LinkIt_Smart_7688_Duo,470411864,0.00,0.00,0.00,19,30,40,29.79,48.27,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:36:50,LinkIt_Smart_7688_Duo,470648055,0.00,0.00,0.00,20,26,30,29.77,48.63,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:38:48,LinkIt_Smart_7688_Duo,470766153,0.00,0.00,0.00,17,23,25,29.74,47.99,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:40:46,LinkIt_Smart_7688_Duo,470884261,0.00,0.00,0.00,16,27,36,29.64,48.71,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:44:42,LinkIt_Smart_7688_Duo,471120513,0.00,0.00,0.00,16,25,32,29.52,48.71,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:49:38,LinkIt_Smart_7688_Duo,471415863,0.00,0.00,0.00,22,32,37,29.53,48.82,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:53:34,LinkIt_Smart_7688_Duo,471652194,0.00,0.00,0.00,23,36,42,29.49,48.95,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,06:58:29,LinkIt_Smart_7688_Duo,471947565,0.00,0.00,0.00,15,22,29,29.43,48.92,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:01:26,LinkIt_Smart_7688_Duo,472124762,0.00,0.00,0.00,20,30,37,29.47,48.79,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:03:25,LinkIt_Smart_7688_Duo,472242903,0.00,0.00,0.00,20,30,40,29.48,48.79,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:05:23,LinkIt_Smart_7688_Duo,472361060,0.00,0.00,0.00,20,29,34,29.48,48.89,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:07:21,LinkIt_Smart_7688_Duo,472479213,0.00,0.00,0.00,20,31,37,29.48,48.99,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:08:20,LinkIt_Smart_7688_Duo,472538302,0.00,0.00,0.00,20,30,37,29.44,48.79,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:12:16,LinkIt_Smart_7688_Duo,472774588,0.00,0.00,0.00,23,36,44,29.39,49.66,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:16:13,LinkIt_Smart_7688_Duo,473010882,0.00,0.00,0.00,22,33,46,29.44,49.06,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:18:11,LinkIt_Smart_7688_Duo,473129000,0.00,0.00,0.00,17,27,34,29.37,49.02,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:19:10,LinkIt_Smart_7688_Duo,473188063,0.00,0.00,0.00,17,27,36,29.33,49.21,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:20:09,LinkIt_Smart_7688_Duo,473247100,0.00,0.00,0.00,19,27,34,29.29,49.10,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:28:01,LinkIt_Smart_7688_Duo,473719607,0.00,0.00,0.00,19,27,32,29.01,50.13,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:29:59,LinkIt_Smart_7688_Duo,473837721,0.00,0.00,0.00,17,29,32,28.99,50.40,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:30:58,LinkIt_Smart_7688_Duo,473896779,0.00,0.00,0.00,20,30,35,28.98,50.83,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:31:58,LinkIt_Smart_7688_Duo,473955833,0.00,0.00,0.00,20,30,37,28.99,50.33,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:33:56,LinkIt_Smart_7688_Duo,474073987,0.00,0.00,0.00,20,30,37,28.98,49.89,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:38:51,LinkIt_Smart_7688_Duo,474369306,0.00,0.00,0.00,20,29,33,28.85,50.44,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:40:49,LinkIt_Smart_7688_Duo,474487433,0.00,0.00,0.00,20,30,36,28.76,50.30,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:42:47,LinkIt_Smart_7688_Duo,474605570,0.00,0.00,0.00,20,32,36,28.64,51.05,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:43:46,LinkIt_Smart_7688_Duo,474664630,0.00,0.00,0.00,19,29,43,28.61,51.44,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:45:44,LinkIt_Smart_7688_Duo,474782711,0.00,0.00,0.00,20,31,36,28.61,51.15,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:51:39,LinkIt_Smart_7688_Duo,475137038,0.00,0.00,0.00,18,31,42,28.33,51.53,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:54:36,LinkIt_Smart_7688_Duo,475314227,0.00,0.00,0.00,20,29,38,28.24,51.98,25.743596,123.471476,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:55:35,LinkIt_Smart_7688_Duo,475373297,0.00,0.00,0.00,21,31,36,28.23,52.16,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,07:58:32,LinkIt_Smart_7688_Duo,475550457,0.00,0.00,0.00,20,30,35,28.20,52.28,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,08:01:29,LinkIt_Smart_7688_Duo,475727640,0.00,0.00,0.00,25,34,47,28.13,52.49,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,08:05:26,LinkIt_Smart_7688_Duo,475963944,0.00,0.00,0.00,22,33,42,28.05,52.43,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,08:09:22,LinkIt_Smart_7688_Duo,476200214,0.00,0.00,0.00,19,25,35,28.05,52.61,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,08:11:20,LinkIt_Smart_7688_Duo,476318328,0.00,0.00,0.00,22,33,45,28.03,52.75,23.656185,120.322083,1,15
3,1,MAPS,5.1.8,9E65F90B2956,2017-12-29,08:12:19,LinkIt_Smart_7688_Duo,476377389,0.00,0.00,0.00,22,31,37,27.99,52.75,23.656185,120.322083,1,15
